sku    ,item_title                                                              ,category_hierarchy                                                                                                                                                                                                                                                                   ,primary_image                                      ,primary_image_meta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,sales_size ,sales_uom_description ,price_range                                                                                                                                                ,retail_price ,fun_tags                                                                                                                                                              ,item_characteristics                                          ,__typename
075748 ,Celebration Cake & Baking Mix                                           ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 152, 'name': 'For Baking & Cooking', '__typename': 'CategoryTree'}]"             ,/content/dam/trjo/products/m20905/75748.png        ,"{'url': '/content/dam/trjo/products/m20905/75748.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20905/75748.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20905/75748.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20905/75748.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20905/75748.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20905/75748.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Celebration Cake & Baking Mix"",""srcOriginal"":""/content/dam/trjo/products/m20905/75748.png""}', '__typename': 'ImageWithMeta'}"                                                      ,     28.22 ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Family Style', 'Gild The Lily', ""Let's Bake!"", 'Treat Yourself']"                                                                                                ,                                                              ,SimpleProduct
093595 ,Traditional Style Fat Free Refried Beans                                ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 143, 'name': 'Packaged Fish, Meat, Fruit & Veg', '__typename': 'CategoryTree'}]" ,/content/dam/trjo/products/m20902/93595.png        ,"{'url': '/content/dam/trjo/products/m20902/93595.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20902/93595.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20902/93595.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20902/93595.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20902/93595.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20902/93595.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Traditional Style Fat Free Refried Beans"",""srcOriginal"":""/content/dam/trjo/products/m20902/93595.png""}', '__typename': 'ImageWithMeta'}"                                           ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 1.19, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        1.19 ,['Dinner Hack']                                                                                                                                                       ,"['Kosher', 'Vegan']"                                         ,SimpleProduct
077728 ,Sliced Sharp Cheddar Cheese                                             ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 29, 'name': 'Cheese', '__typename': 'CategoryTree'}, {'id': 32, 'name': 'Slices, Shreds, Crumbles', '__typename': 'CategoryTree'}]"                   ,/content/dam/trjo/products/m20201/77728.png        ,"{'url': '/content/dam/trjo/products/m20201/77728.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20201/77728.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20201/77728.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20201/77728.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20201/77728.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20201/77728.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Sliced Sharp Cheddar Cheese"",""srcOriginal"":""/content/dam/trjo/products/m20201/77728.png""}', '__typename': 'ImageWithMeta'}"                                                        ,     12.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.79, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.79 ,"['Cut The Mustard', 'Family Style', 'Put An Egg On It']"                                                                                                             ,                                                              ,SimpleProduct
075005 ,Riced Hearts of Palm                                                    ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 140, 'name': 'Pastas & Grains', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20901/75005.png        ,"{'url': '/content/dam/trjo/products/m20901/75005.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20901/75005.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20901/75005.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/75005.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/75005.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20901/75005.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Riced Hearts of Palm"",""srcOriginal"":""/content/dam/trjo/products/m20901/75005.png""}', '__typename': 'ImageWithMeta'}"                                                               ,      9.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.49 ,"['Alfresco Dining', 'Feeling Adventurous', 'In Lieu of Pizza', 'Make It Meatless']"                                                                                  ,"['Gluten Free', 'Vegan', 'Kosher']"                          ,SimpleProduct
060932 ,Organic Mayonnaise                                                      ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 59, 'name': 'Dips, Sauces & Dressings', '__typename': 'CategoryTree'}, {'id': 62, 'name': 'Condiments', '__typename': 'CategoryTree'}]"               ,/content/dam/trjo/products/m20401/60932.png        ,"{'url': '/content/dam/trjo/products/m20401/60932.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20401/60932.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20401/60932.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20401/60932.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20401/60932.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20401/60932.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Organic Mayonnaise"",""srcOriginal"":""/content/dam/trjo/products/m20401/60932.png""}', '__typename': 'ImageWithMeta'}"                                                                 ,     16.0  ,Fl Oz                 ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.79, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.79 ,"['Alfresco Dining', 'Cut The Mustard', 'Family Style', 'Picnic']"                                                                                                    ,"['Kosher', 'Organic']"                                       ,SimpleProduct
007904 ,Bruschetta Sauce                                                        ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 80, 'name': 'Fresh Prepared Foods', '__typename': 'CategoryTree'}, {'id': 83, 'name': 'Salads, Soups & Sides', '__typename': 'CategoryTree'}]"        ,/content/dam/trjo/products/m20501/07904.png        ,"{'url': '/content/dam/trjo/products/m20501/07904.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20501/07904.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20501/07904.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20501/07904.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20501/07904.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20501/07904.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Bruschetta Sauce"",""srcOriginal"":""/content/dam/trjo/products/m20501/07904.png""}', '__typename': 'ImageWithMeta'}"                                                                   ,     14.5  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.99 ,"['Alfresco Dining', 'Brunch All Day', 'Family Style', 'Heat Wave', 'Pair With Wine', 'Picnic']"                                                                      ,                                                              ,SimpleProduct
095882 ,Organic Tri-Color Bell Peppers                                          ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 113, 'name': 'Fresh Fruits & Veggies', '__typename': 'CategoryTree'}, {'id': 119, 'name': 'Veggies', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20702/95882.png        ,"{'url': '/content/dam/trjo/products/m20702/95882.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20702/95882.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20702/95882.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/95882.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/95882.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20702/95882.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Organic Tri-Color Bell Peppers"",""srcOriginal"":""/content/dam/trjo/products/m20702/95882.png""}', '__typename': 'ImageWithMeta'}"                                                     ,     20.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.49 ,"['Cheese Board', 'Fire Up The Grill', 'Fry It Up']"                                                                                                                  ,['Organic']                                                   ,SimpleProduct
052252 ,Jasmine Rice From Thailand                                              ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 140, 'name': 'Pastas & Grains', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20901/52252.png        ,"{'url': '/content/dam/trjo/products/m20901/52252.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20901/52252.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20901/52252.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/52252.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/52252.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20901/52252.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Jasmine Rice From Thailand"",""srcOriginal"":""/content/dam/trjo/products/m20901/52252.png""}', '__typename': 'ImageWithMeta'}"                                                         ,      3.0  ,Lb                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.29, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.29 ,"['Alfresco Dining', 'Family Style', 'Put An Egg On It', 'Time-pressed']"                                                                                             ,['Kosher']                                                    ,SimpleProduct
001465 ,"Extra Virgin Olive Oil, Liter"                                         ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 149, 'name': 'Oils & Vinegars', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20904/01465.png        ,"{'url': '/content/dam/trjo/products/m20904/01465.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20904/01465.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20904/01465.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20904/01465.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20904/01465.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20904/01465.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Extra Virgin Olive Oil, Liter"",""srcOriginal"":""/content/dam/trjo/products/m20904/01465.png""}', '__typename': 'ImageWithMeta'}"                                                      ,     33.8  ,Fl Oz                 ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 11.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}" ,       11.99 ,"['Fry It Up', 'Pour It On', 'Yes!']"                                                                                                                                 ,['Kosher']                                                    ,SimpleProduct
075059 ,Slightly Coated Dark Chocolate Almonds                                  ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 173, 'name': 'Candies & Cookies', '__typename': 'CategoryTree'}]"               ,/content/dam/trjo/products/m21002/75059.png        ,"{'url': '/content/dam/trjo/products/m21002/75059.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21002/75059.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21002/75059.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/75059.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/75059.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21002/75059.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Slightly Coated Dark Chocolate Almonds"",""srcOriginal"":""/content/dam/trjo/products/m21002/75059.png""}', '__typename': 'ImageWithMeta'}"                                             ,     10.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Backpack Ready', 'Cheese Board', 'Desk Drawer', 'Midday Snacks', 'Treat Yourself']"                                                                                ,['Kosher']                                                    ,SimpleProduct
068834 ,Roasted Garlic & Pesto Pizza with Deep Fried Crust                      ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 95, 'name': 'From The Freezer', '__typename': 'CategoryTree'}, {'id': 101, 'name': 'Entrées & Sides', '__typename': 'CategoryTree'}]"                 ,/content/dam/trjo/products/m20602/68834.png        ,"{'url': '/content/dam/trjo/products/m20602/68834.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20602/68834.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20602/68834.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/68834.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/68834.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20602/68834.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Roasted Garlic & Pesto Pizza with Deep Fried Crust"",""srcOriginal"":""/content/dam/trjo/products/m20602/68834.png""}', '__typename': 'ImageWithMeta'}"                                 ,     14.1  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 5.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        5.99 ,"['Alfresco Dining', 'Crack a Beer', 'Dinner Hack', 'Family Style', 'Stuff of Dreams']"                                                                               ,                                                              ,SimpleProduct
075600 ,Calabrian Chili Spicy Pasta Sauce                                       ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 59, 'name': 'Dips, Sauces & Dressings', '__typename': 'CategoryTree'}, {'id': 65, 'name': 'BBQ, Pasta, Simmer', '__typename': 'CategoryTree'}]"       ,/content/dam/trjo/products/m20402/75600.png        ,"{'url': '/content/dam/trjo/products/m20402/75600.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20402/75600.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20402/75600.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20402/75600.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20402/75600.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20402/75600.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Calabrian Chili Spicy Pasta Sauce"",""srcOriginal"":""/content/dam/trjo/products/m20402/75600.png""}', '__typename': 'ImageWithMeta'}"                                                  ,     18.34 ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Alfresco Dining', 'Dinner Hack', 'Mouth On Fire', 'Pair With Wine']"                                                                                               ,                                                              ,SimpleProduct
075817 ,Cheddar Jalapeño Pull Apart Bread                                       ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 11, 'name': 'Bakery', '__typename': 'CategoryTree'}, {'id': 17, 'name': 'Loaves, Rolls, Buns', '__typename': 'CategoryTree'}]"                        ,/content/dam/trjo/products/m20102/75817.png        ,"{'url': '/content/dam/trjo/products/m20102/75817.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20102/75817.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20102/75817.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20102/75817.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20102/75817.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20102/75817.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Cheddar Jalapeño Pull Apart Bread"",""srcOriginal"":""/content/dam/trjo/products/m20102/75817.png""}', '__typename': 'ImageWithMeta'}"                                                  ,     12.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Alfresco Dining', 'Cold Front', 'Crack a Beer', 'Family Style', 'Picnic', 'Rain or Shine']"                                                                        ,                                                              ,SimpleProduct
052105 ,Cruciferous Crunch Collection                                           ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 113, 'name': 'Fresh Fruits & Veggies', '__typename': 'CategoryTree'}, {'id': 119, 'name': 'Veggies', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20702/52105.png        ,"{'url': '/content/dam/trjo/products/m20702/52105.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20702/52105.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20702/52105.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/52105.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/52105.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20702/52105.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Cruciferous Crunch Collection"",""srcOriginal"":""/content/dam/trjo/products/m20702/52105.png""}', '__typename': 'ImageWithMeta'}"                                                      ,     10.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 0, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"     ,        2.79 ,"['Alfresco Dining', 'Dinner Hack', 'Heat Wave', 'Picnic']"                                                                                                           ,                                                              ,SimpleProduct
091624 ,Cape Gooseberries                                                       ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 113, 'name': 'Fresh Fruits & Veggies', '__typename': 'CategoryTree'}, {'id': 116, 'name': 'Fruits', '__typename': 'CategoryTree'}]"                   ,/content/dam/trjo/products/m20701/91624.png        ,"{'url': '/content/dam/trjo/products/m20701/91624.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20701/91624.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20701/91624.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20701/91624.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20701/91624.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20701/91624.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Cape Gooseberries"",""srcOriginal"":""/content/dam/trjo/products/m20701/91624.png""}', '__typename': 'ImageWithMeta'}"                                                                                ,      1.0  ,Each                  ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.49 ,"['Alfresco Dining', 'Cheese Board', 'Finger Food', 'Picnic']"                                                                                                        ,                                                              ,SimpleProduct
021717 ,Fresh Atlantic Salmon Boneless Skinless Fillet                          ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 122, 'name': 'Meat, Seafood & Plant-based', '__typename': 'CategoryTree'}, {'id': 131, 'name': 'Fish & Seafood', '__typename': 'CategoryTree'}]"      ,/content/dam/trjo/products/m20803/21717.png        ,"{'url': '/content/dam/trjo/products/m20803/21717.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20803/21717.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20803/21717.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20803/21717.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20803/21717.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20803/21717.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Fresh Atlantic Salmon Boneless Skinless Fillet (Anderson)"",""srcOriginal"":""/content/dam/trjo/products/m20803/21717.png""}', '__typename': 'ImageWithMeta'}"                          ,      1.0  ,Lb                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 10.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}" ,       11.99 ,"['Alfresco Dining', 'Date Night', 'Fire Up The Grill', 'Fry It Up', 'In Lieu of Pizza']"                                                                             ,                                                              ,SimpleProduct
