sku    ,item_title                                                              ,category_hierarchy                                                                                                                                                                                                                                                                   ,primary_image                                      ,primary_image_meta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,sales_size ,sales_uom_description ,price_range                                                                                                                                                ,retail_price ,fun_tags                                                                                                                                                              ,item_characteristics                                          ,__typename
042890 ,Small Curd Cottage Cheese                                               ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 44, 'name': 'Dairy & Eggs', '__typename': 'CategoryTree'}, {'id': 53, 'name': 'Yogurt, etc.', '__typename': 'CategoryTree'}]"                         ,/content/dam/trjo/products/m20303/42890.png        ,"{'url': '/content/dam/trjo/products/m20303/42890.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20303/42890.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20303/42890.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20303/42890.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20303/42890.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20303/42890.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Small Curd Cottage Cheese Qt"",""srcOriginal"":""/content/dam/trjo/products/m20303/42890.png""}', '__typename': 'ImageWithMeta'}"                                                       ,     32.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.99 ,"['Alfresco Dining', 'Brunch All Day', 'Picnic', 'Rise & Shine']"                                                                                                     ,['Kosher']                                                    ,SimpleProduct
073662 ,Sous Vide Turkey Breast Tenderloins                                     ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 80, 'name': 'Fresh Prepared Foods', '__typename': 'CategoryTree'}, {'id': 89, 'name': 'Entrées & Center of Plate', '__typename': 'CategoryTree'}]"    ,/content/dam/trjo/products/m20503/73662.png        ,"{'url': '/content/dam/trjo/products/m20503/73662.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20503/73662.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20503/73662.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20503/73662.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20503/73662.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20503/73662.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Sous Vide Turkey Breast Tenderloins"",""srcOriginal"":""/content/dam/trjo/products/m20503/73662.png""}', '__typename': 'ImageWithMeta'}"                                                ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 8.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        8.99 ,"['Alfresco Dining', 'Dinner Hack', 'In Lieu of Pizza', 'Pair With Wine', 'Time-pressed']"                                                                            ,"['Antibiotic Free', 'Gluten Free']"                          ,SimpleProduct
074047 ,Sous Vide Chicken Thighs                                                ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 80, 'name': 'Fresh Prepared Foods', '__typename': 'CategoryTree'}, {'id': 89, 'name': 'Entrées & Center of Plate', '__typename': 'CategoryTree'}]"    ,/content/dam/trjo/products/m20503/74047.png        ,"{'url': '/content/dam/trjo/products/m20503/74047.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20503/74047.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20503/74047.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20503/74047.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20503/74047.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20503/74047.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Sous Vide Chicken Thighs"",""srcOriginal"":""/content/dam/trjo/products/m20503/74047.png""}', '__typename': 'ImageWithMeta'}"                                                           ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 8.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        8.99 ,"['Alfresco Dining', 'Dinner Hack', 'In Lieu of Pizza', 'Pair With Wine', 'Time-pressed']"                                                                            ,"['Antibiotic Free', 'Gluten Free']"                          ,SimpleProduct
083089 ,High Protein Organic Tofu                                               ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 122, 'name': 'Meat, Seafood & Plant-based', '__typename': 'CategoryTree'}, {'id': 134, 'name': 'Plant-based Protein', '__typename': 'CategoryTree'}]" ,/content/dam/trjo/products/m20804/83089.png        ,"{'url': '/content/dam/trjo/products/m20804/83089.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20804/83089.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20804/83089.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20804/83089.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20804/83089.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20804/83089.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s High Protein Organic Tofu"",""srcOriginal"":""/content/dam/trjo/products/m20804/83089.png""}', '__typename': 'ImageWithMeta'}"                                                          ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.69, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.69 ,"['Feeling Adventurous', 'Fry It Up', 'In Lieu of Pizza', 'Make It Meatless', 'The ""X"" Factor']"                                                                    ,"['Kosher', 'Organic']"                                       ,SimpleProduct
096689 ,Organic Tricolor Quinoa                                                 ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 140, 'name': 'Pastas & Grains', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20901/96689.png        ,"{'url': '/content/dam/trjo/products/m20901/96689.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20901/96689.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20901/96689.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/96689.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/96689.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20901/96689.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Organic Tricolor Quinoa"",""srcOriginal"":""/content/dam/trjo/products/m20901/96689.png""}', '__typename': 'ImageWithMeta'}"                                                            ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.49 ,"['Alfresco Dining', 'Rain or Shine']"                                                                                                                                ,"['Gluten Free', 'Organic', 'Kosher']"                        ,SimpleProduct
099438 ,Gourmet Jelly Beans                                                     ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 173, 'name': 'Candies & Cookies', '__typename': 'CategoryTree'}]"               ,/content/dam/trjo/products/m21002/99438.png        ,"{'url': '/content/dam/trjo/products/m21002/99438.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21002/99438.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21002/99438.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/99438.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/99438.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21002/99438.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Gourmet Jelly Beans"",""srcOriginal"":""/content/dam/trjo/products/m21002/99438.png""}', '__typename': 'ImageWithMeta'}"                                                                ,      5.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.49 ,"['Desk Drawer', 'Family Style', 'Finger Food', 'Treat Yourself']"                                                                                                    ,['Kosher']                                                    ,SimpleProduct
001489 ,Crunchy Peanut Butter Unsalted                                          ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 146, 'name': 'Nut Butters & Fruit Spreads', '__typename': 'CategoryTree'}]"      ,/content/dam/trjo/products/m20903/01489.png        ,"{'url': '/content/dam/trjo/products/m20903/01489.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20903/01489.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20903/01489.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20903/01489.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20903/01489.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20903/01489.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Crunchy Peanut Butter Unsalted"",""srcOriginal"":""/content/dam/trjo/products/m20903/01489.png""}', '__typename': 'ImageWithMeta'}"                                                     ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.49 ,"['Backpack Ready', 'Family Style', 'Picnic']"                                                                                                                        ,['Kosher']                                                    ,SimpleProduct
001487 ,Creamy Peanut Butter Unsalted                                           ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 146, 'name': 'Nut Butters & Fruit Spreads', '__typename': 'CategoryTree'}]"      ,/content/dam/trjo/products/m20903/01487.png        ,"{'url': '/content/dam/trjo/products/m20903/01487.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20903/01487.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20903/01487.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20903/01487.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20903/01487.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20903/01487.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Creamy Peanut Butter Unsalted"",""srcOriginal"":""/content/dam/trjo/products/m20903/01487.png""}', '__typename': 'ImageWithMeta'}"                                                      ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.49 ,"['Backpack Ready', 'Family Style', 'Picnic']"                                                                                                                        ,['Kosher']                                                    ,SimpleProduct
077993 ,Organic Couscous                                                        ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 140, 'name': 'Pastas & Grains', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20901/77993.png        ,"{'url': '/content/dam/trjo/products/m20901/77993.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20901/77993.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20901/77993.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/77993.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20901/77993.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20901/77993.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Organic Couscous"",""srcOriginal"":""/content/dam/trjo/products/m20901/77993.png""}', '__typename': 'ImageWithMeta'}"                                                                   ,     12.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 1.79, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        1.79 ,"['In Lieu of Pizza', 'Picnic', 'Put An Egg On It']"                                                                                                                  ,"['Organic', 'Kosher']"                                       ,SimpleProduct
076188 ,Brown Butter Salted Caramel Mini Biscotti                               ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 173, 'name': 'Candies & Cookies', '__typename': 'CategoryTree'}]"               ,/content/dam/trjo/products/m21002/76188.png        ,"{'url': '/content/dam/trjo/products/m21002/76188.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21002/76188.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21002/76188.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/76188.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/76188.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21002/76188.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Brown Butter Salted Caramel Mini BIscotti"",""srcOriginal"":""/content/dam/trjo/products/m21002/76188.png""}', '__typename': 'ImageWithMeta'}"                                          ,      9.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Alfresco Dining', 'Date Night', 'Desk Drawer', 'Finger Food', 'Picnic', 'Treat Yourself']"                                                                         ,['Kosher']                                                    ,SimpleProduct
077291 ,Apricot Mango Greek Whole Milk Yogurt                                   ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 44, 'name': 'Dairy & Eggs', '__typename': 'CategoryTree'}, {'id': 53, 'name': 'Yogurt, etc.', '__typename': 'CategoryTree'}]"                         ,/content/dam/trjo/products/m20303/77291.png        ,"{'url': '/content/dam/trjo/products/m20303/77291.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20303/77291.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20303/77291.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20303/77291.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20303/77291.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20303/77291.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Apricot Mango Greek Whole Milk Yogurt"",""srcOriginal"":""/content/dam/trjo/products/m20303/77291.png""}', '__typename': 'ImageWithMeta'}"                                              ,      5.3  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 0.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        0.99 ,"['Alfresco Dining', 'Brunch All Day', 'Midday Snacks', 'Rise & Shine']"                                                                                              ,['Kosher']                                                    ,SimpleProduct
097908 ,Japanese Style Fried Rice                                               ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 95, 'name': 'From The Freezer', '__typename': 'CategoryTree'}, {'id': 101, 'name': 'Entrées & Sides', '__typename': 'CategoryTree'}]"                 ,/content/dam/trjo/products/m20602/97908.png        ,"{'url': '/content/dam/trjo/products/m20602/97908.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20602/97908.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Japanese Style Fried Rice"",""srcOriginal"":""/content/dam/trjo/products/m20602/97908.png""}', '__typename': 'ImageWithMeta'}"                                                          ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.79, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.79 ,"['Alfresco Dining', 'Dinner Hack', 'Fry It Up', 'In Lieu of Pizza', 'Put An Egg On It']"                                                                             ,['Vegan']                                                     ,SimpleProduct
050209 ,Breaded Mozzarella Cheese Sticks                                        ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 95, 'name': 'From The Freezer', '__typename': 'CategoryTree'}, {'id': 98, 'name': 'Appetizers', '__typename': 'CategoryTree'}]"                       ,/content/dam/trjo/products/m20601/50209.png        ,"{'url': '/content/dam/trjo/products/m20601/50209.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20601/50209.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Breaded Mozzarella Cheese Sticks"",""srcOriginal"":""/content/dam/trjo/products/m20601/50209.png""}', '__typename': 'ImageWithMeta'}"                                                   ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 5.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        5.49 ,"['Crack a Beer', 'Effortless Entertaining', 'Finger Food', 'Fry It Up', 'Game Night']"                                                                               ,                                                              ,SimpleProduct
090809 ,Korean Style Beef Short Ribs                                            ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 95, 'name': 'From The Freezer', '__typename': 'CategoryTree'}, {'id': 101, 'name': 'Entrées & Sides', '__typename': 'CategoryTree'}]"                 ,/content/dam/trjo/products/m20602/90809.png        ,"{'url': '/content/dam/trjo/products/m20602/90809.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20602/90809.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Korean Style Beef Short Ribs"",""srcOriginal"":""/content/dam/trjo/products/m20602/90809.png""}', '__typename': 'ImageWithMeta'}"                                                       ,     20.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 13.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}" ,       13.99 ,"['Alfresco Dining', 'Crack a Beer', 'Dinner Hack', 'Fire Up The Grill', 'Game Night', 'In Lieu of Pizza']"                                                           ,                                                              ,SimpleProduct
052591 ,Hot & Spicy Chicken Wings                                               ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 95, 'name': 'From The Freezer', '__typename': 'CategoryTree'}, {'id': 98, 'name': 'Appetizers', '__typename': 'CategoryTree'}]"                       ,/content/dam/trjo/products/m20601/52591.png        ,"{'url': '/content/dam/trjo/products/m20601/52591.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20601/52591.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Hot & Spicy Chicken Wings"",""srcOriginal"":""/content/dam/trjo/products/m20601/52591.png""}', '__typename': 'ImageWithMeta'}"                                                          ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 6.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        6.99 ,"['Alfresco Dining', 'Crack a Beer', 'Effortless Entertaining', 'Finger Food', 'Game Night', 'Mouth On Fire', 'Picnic']"                                              ,                                                              ,SimpleProduct
005985 ,White Cheddar Popcorn                                                   ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 170, 'name': 'Chips, Crackers & Crunchy Bites', '__typename': 'CategoryTree'}]" ,/content/dam/trjo/products/m21001/05985.png        ,"{'url': '/content/dam/trjo/products/m21001/05985.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21001/05985.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21001/05985.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/05985.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/05985.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21001/05985.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s White Cheddar Popcorn"",""srcOriginal"":""/content/dam/trjo/products/m21001/05985.png""}', '__typename': 'ImageWithMeta'}"                                                              ,      5.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 1.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        1.99 ,"['Backpack Ready', 'Crack a Beer', 'Desk Drawer', 'Finger Food', 'Game Night', 'Midday Snacks', 'Picnic']"                                                           ,['Kosher']                                                    ,SimpleProduct
